candidate_evaluations,seed_0,seed_1,seed_2,seed_3,seed_4
12368,32371,34466,31420,33924,31618
12384,32359,34466,31344,33908,31618
12400,32359,34459,31344,33908,31618
12416,32359,34459,31344,33908,31618
12432,32359,34459,31337,33908,31618
12448,32325,34459,31337,33908,31618
12464,32325,34459,31333,33908,31618
12480,32091,34459,31311,33908,31618
12496,32091,34459,31311,33902,31618
12512,32091,34459,31307,33902,31618
12528,32078,34459,31304,33878,31618
12544,32074,34424,31265,33870,31618
12560,32074,34424,31265,33870,31584
12576,32074,34410,31265,33870,31584
12592,32074,34410,31132,33854,31562
12608,32072,34410,31132,33854,31562
12624,32072,34396,31132,33836,31562
12640,32072,34396,31132,33836,31525
12656,32072,34396,31117,33836,31450
12672,32068,34396,31117,33836,31450
12688,32031,34393,31117,33754,31420
12704,32031,34393,31117,33754,31420
12720,32031,34393,30980,33754,31420
12736,32031,34389,30980,33754,31417
12752,32031,34389,30980,33750,31417
12768,32027,34387,30971,33744,31417
12784,32024,34387,30891,33744,31413
12800,32024,34387,30879,33744,31413
12816,32016,34387,30879,33744,31401
12832,32016,34387,30879,33744,31401
12848,31960,34387,30879,33734,31401
12864,31932,34387,30879,33734,31393
12880,31932,34387,30879,33734,31217
12896,31916,34381,30867,33734,31213
12912,31916,34369,30859,33734,31213
12928,31916,34361,30859,33734,31149
12944,31916,34361,30859,33734,31149
12960,31916,34337,30859,33734,31149
12976,31886,34337,30859,33734,30883
12992,31886,34214,30859,33686,30839
13008,31886,34214,30859,33686,30839
13024,31886,34022,30859,33686,30839
13040,31886,34022,30859,33686,30835
13056,31849,34000,30859,33686,30835
13072,31835,34000,30845,33686,30835
13088,31835,33997,30845,33686,30835
13104,31835,33997,30845,33686,30835
13120,31835,33985,30845,33686,30807
13136,31835,33961,30845,33686,30807
13152,31835,33949,30845,33686,30807
13168,31835,33909,30839,33686,30797
13184,31835,33907,30839,33686,30771
13200,31833,33907,30839,33686,30771
13216,31833,33907,30831,33686,30771
13232,31833,33907,30822,33686,30771
13248,31786,33907,30822,33669,30769
13264,31786,33876,30822,33669,30769
13280,31740,33876,30783,33577,30769
13296,31738,33876,30778,33577,30753
13312,31738,33876,30778,33560,30753
13328,31738,33876,30778,33560,30753
13344,31738,33870,30778,33556,30753
13360,31738,33870,30778,33556,30753
13376,31688,33870,30778,33556,30753
13392,31688,33824,30778,33556,30753
13408,31688,33824,30768,33546,30714
13424,31688,33824,30766,33546,30714
13440,31688,33807,30766,33546,30714
13456,31688,33807,30762,33546,30714
13472,31688,33807,30720,33546,30680
13488,31656,33807,30720,33546,30680
13504,31654,33807,30720,33546,30680
13520,31654,33800,30698,33546,30680
13536,31650,33800,30698,33546,30680
13552,31650,33800,30698,33546,30614
13568,31612,33800,30698,33454,30612
13584,31562,33794,30698,33454,30605
13600,31562,33615,30686,33454,30597
13616,31562,33615,30686,33376,30419
13632,31562,33615,30680,33376,30323
13648,31562,33601,30680,33371,30323
13664,31562,33591,30680,33303,30307
13680,31526,33591,30680,33301,30307
13696,31526,33573,30656,33301,30189
13712,31526,33569,30656,33301,30189
13728,31526,33569,30656,33301,30189
13744,31426,33569,30654,33301,30189
13760,31426,33543,30654,33285,30185
13776,31421,33539,30647,33285,30185
13792,31398,33539,30647,33273,30160
13808,31398,33525,30647,33273,30160
13824,31398,33493,30641,33273,30158
13840,31316,33433,30641,33273,30158
13856,31280,33427,30641,33259,30158
13872,31264,33415,30604,33225,30158
13888,31264,33415,30604,33171,30158
13904,31264,33395,30604,33171,30158
13920,31262,33371,30604,33171,30158
13936,31262,33371,30604,33111,30046
13952,31262,33337,30604,33111,30016
13968,31262,33337,30604,33111,30016
13984,31253,33337,30604,32885,30016
14000,31253,33337,30381,32885,30016
14016,31253,33245,30381,32885,29983
14032,31253,33245,30369,32878,29983
14048,31199,33245,30369,32878,29983
14064,31199,33245,30369,32877,29983
14080,31199,33245,30369,32877,29983
14096,31199,33224,30369,32860,29983
14112,31199,33224,30369,32860,29983
14128,31173,33224,30364,32860,29983
14144,31173,33224,30364,32860,29983
14160,31172,33224,30364,32860,29983
14176,31161,33131,30364,32860,29983
14192,31161,33131,30358,32860,29974
14208,31023,33131,30358,32860,29974
14224,31023,33123,30358,32860,29974
14240,31023,33021,30358,32860,29974
14256,31001,33021,30358,32814,29772
14272,30815,33021,30270,32810,29766
14288,30815,33021,30266,32726,29756
14304,30815,33021,30266,32690,29756
14320,30809,33011,30266,32690,29756
14336,30809,33011,30266,32689,29756
14352,30799,33011,30266,32689,29756
14368,30793,32995,30266,32689,29756
14384,30793,32965,30266,32687,29756
14400,30793,32965,30257,32687,29756
14416,30777,32965,30257,32687,29756
14432,30777,32965,30257,32685,29756
14448,30773,32965,30257,32607,29756
14464,30773,32965,30257,32607,29756
14480,30773,32965,30257,32607,29756
14496,30773,32965,30257,32607,29682
14512,30773,32965,30257,32607,29671
14528,30773,32965,30257,32594,29660
14544,30754,32965,30257,32512,29660
14560,30754,32961,30241,32442,29644
14576,30754,32961,30231,32434,29644
14592,30754,32941,30231,32434,29644
14608,30754,32941,30231,32434,29644
14624,30754,32933,30231,32434,29644
14640,30693,32919,30231,32434,29644
14656,30687,32919,30231,32420,29644
14672,30687,32919,30231,32338,29644
14688,30669,32919,30223,32338,29636
14704,30669,32919,30223,32314,29612
14720,30669,32913,30161,32314,29612
14736,30669,32913,30161,32237,29606
14752,30668,32913,30161,32209,29594
14768,30668,32905,30161,32209,29594
14784,30668,32905,30139,32163,29594
14800,30660,32716,30139,32063,29594
14816,30660,32716,30134,32063,29594
14832,30660,32716,30134,32063,29594
14848,30512,32716,30078,32063,29594
14864,30512,32710,30076,32063,29594
14880,30512,32710,30056,32039,29594
14896,30512,32710,30056,32039,29594
14912,30512,32710,30056,32039,29594
14928,30512,32692,30056,32007,29594
14944,30485,32692,30056,32001,29594
14960,30485,32662,30046,32001,29594
14976,30335,32662,30046,32001,29590
14992,30335,32662,30046,32001,29510
15008,30335,32662,30046,32001,29510
15024,30335,32662,30046,32001,29508
15040,30335,32631,30046,31975,29508
15056,30335,32631,30046,31975,29508
15072,30335,32509,30046,31975,29506
15088,30335,32509,30046,31975,29506
15104,30335,32509,30046,31975,29506
15120,30327,32495,29972,31975,29496
15136,30327,32495,29972,31975,29496
15152,30327,32495,29972,31954,29496
15168,30327,32495,29962,31954,29496
15184,30327,32495,29962,31953,29494
15200,30325,32495,29962,31937,29494
15216,30325,32495,29962,31923,29494
15232,30325,32495,29962,31923,29494
15248,30321,32495,29962,31923,29481
15264,30321,32495,29962,31923,29481
15280,30321,32486,29962,31923,29481
15296,30321,32486,29957,31923,29481
15312,30265,32486,29957,31909,29481
15328,30265,32486,29957,31909,29441
15344,30265,32486,29917,31909,29441
15360,30265,32486,29917,31909,29441
15376,30265,32486,29917,31909,29441
15392,30265,32486,29863,31897,29441
15408,30265,32486,29863,31897,29441
15424,30265,32480,29863,31897,29441
15440,30265,32480,29853,31897,29441
15456,30265,32480,29853,31897,29441
15472,30265,32480,29851,31897,29441
15488,30265,32480,29851,31897,29441
15504,30187,32470,29851,31897,29441
15520,30187,32470,29849,31894,29438
15536,30187,32459,29849,31894,29423
15552,30187,32453,29849,31894,29416
15568,30141,32453,29849,31894,29416
15584,30075,32453,29849,31863,29416
15600,30075,32451,29849,31857,29416
15616,30075,32435,29849,31857,29408
15632,30075,32346,29849,31857,29408
15648,30072,32346,29839,31857,29408
15664,30072,32330,29839,31841,29408
15680,30072,32330,29839,31841,29408
15696,30072,32330,29817,31841,29408
15712,30072,32284,29784,31841,29408
15728,30072,32284,29778,31841,29408
15744,30072,32284,29778,31841,29408
15760,30072,32284,29778,31815,29408
15776,30072,32284,29778,31815,29408
15792,30072,32284,29778,31813,29408
15808,30072,32282,29732,31813,29408
15824,30072,32282,29664,31813,29408
15840,30072,32282,29664,31813,29408
15856,30072,32282,29664,31795,29408
15872,30072,32282,29664,31795,29408
15888,30072,32278,29664,31795,29408
15904,30011,32278,29664,31795,29408
15920,29997,32178,29664,31789,29408
15936,29997,32178,29664,31787,29315
15952,29997,32178,29664,31755,29315
15968,29997,32178,29664,31755,29315
15984,29997,32178,29650,31755,29315
